oid,pelanggan,resto,menu,harga,prioritas,t_masuk_detik,t_selesai_detik,status
O-022597,Sutan Uda Wibisono,kantin-pusat,sate-ayam,24000,2,21745,23470,DONE
O-022598,R. Calista Natsir,warung-bu-ida,nasi-padang,25000,2,71105,71945,DONE
O-022599,Hesti Tamba,kantin-pusat,roti-bakar,12000,3,64773,66033,DONE
O-022600,Victoria Aryani,kedai-kopi,air-mineral,4000,2,50632,52917,DONE
O-022601,"Drs. Lega Usamah, S.I.Kom",warung-bu-ida,kopi-susu,18000,3,58127,60457,DONE
O-022602,Anastasia Irawan,kafe-teknik,kopi-susu,18000,2,63212,65457,DONE
O-022603,Cawuk Hassanah,kantin-pusat,ayam-bakar,22000,3,43197,43462,DONE
O-022604,Vega Budiman,warung-bu-ida,ayam-bakar,22000,3,59956,60871,DONE
O-022605,Kezia Pradipta,kantin-asrama,soto-ayam,14000,1,67160,68735,DONE
O-022606,Rina Utami,kantin-pusat,juice-alpukat,17000,2,31774,33479,DONE
O-022607,Sidiq Waluyo,warung-bu-ida,roti-bakar,12000,3,22382,23342,DONE
O-022608,Yahya Lestari,kedai-kopi,nasi-padang,25000,2,66006,,CANCEL
O-022609,Liman Melani,kantin-asrama,sate-ayam,24000,1,59065,59835,DONE
O-022610,Puti Zulaikha Melani,kantin-asrama,ayam-geprek,19000,3,63100,63640,DONE
O-022611,"Puti Yunita Pradipta, S.T.",bakso-pak-yon,kopi-susu,18000,1,71545,72335,DONE
O-022612,Jayeng Ardianto,bakso-pak-yon,mie-goreng,13000,3,48436,48866,DONE
O-022613,Usyi Firmansyah,kafe-teknik,air-mineral,4000,2,57867,59587,DONE
O-022614,Cinthia Mustofa,kafe-teknik,ayam-bakar,22000,2,70933,72333,DONE
O-022615,"Ir. Nabila Nurdiyanti, S.E.I",bakso-pak-yon,es-teh,5000,3,64723,65413,DONE
O-022616,Vanesa Prastuti,kedai-kopi,mie-ayam,13000,1,52024,52409,DONE
O-022617,Hesti Tamba,kedai-kopi,iga-penyet,27000,2,64471,66661,DONE
O-022618,dr. Indah Halim,bakso-pak-yon,es-teh,5000,2,77120,,CANCEL
O-022619,dr. Ibrani Firmansyah,bakso-pak-yon,sate-ayam,24000,2,66952,68962,DONE
O-022620,Luwes Hutapea,bakso-pak-yon,gorengan,6000,2,52171,52436,DONE
O-022621,"R.M. Irfan Nababan, S.T.",kedai-kopi,kopi-susu,18000,2,75145,,ANTRE
O-022622,Umaya Marpaung,kantin-asrama,ayam-geprek,19000,2,76911,79141,DONE
O-022623,Samiah Laksmiwati,bakso-pak-yon,gado-gado,15000,2,65019,66824,DONE
O-022624,Cagak Anggraini,warung-bu-ida,soto-ayam,14000,2,62722,,CANCEL
O-022625,Aswani Latupono,bakso-pak-yon,gorengan,6000,2,74619,76174,DONE
O-022626,Akarsana Jailani,kedai-kopi,burger-kampus,21000,2,32886,35251,DONE
O-022627,Rini Gunawan,kafe-teknik,gado-gado,15000,2,70271,72641,DONE
O-022628,"Ir. Narji Natsir, S.T.",bakso-pak-yon,ayam-bakar,22000,2,38437,40557,DONE
O-022629,Gaduh Januar,kafe-teknik,kentang-goreng,14000,3,25206,25496,DONE
O-022630,"Aisyah Zulaika, M.Ak",warung-bu-ida,ayam-geprek,19000,1,46404,47184,DONE
O-022631,Karja Widiastuti,kafe-teknik,soto-ayam,14000,2,29691,30396,DONE
O-022632,"Fitriani Nasyiah, S.Ked",kafe-teknik,pecel-lele,18000,2,51306,53531,DONE
O-022633,Ir. Johan Oktaviani,kantin-pusat,nasi-campur,20000,3,46958,48233,DONE
O-022634,Drs. Candra Utama,warung-bu-ida,es-teh,5000,2,45287,45507,DONE
O-022635,Shania Situmorang,kedai-kopi,bubur-ayam,11000,1,69747,70112,DONE
O-022636,Gada Nasyiah,kedai-kopi,burger-kampus,21000,1,33064,33799,DONE
O-022637,"Luwar Zulaika, S.I.Kom",kedai-kopi,gorengan,6000,2,31537,33452,DONE
O-022638,Ella Anggriawan,kafe-teknik,es-teh,5000,2,61237,61612,DONE
O-022639,T. Marwata Simanjuntak,kafe-teknik,kopi-susu,18000,3,47036,47261,DONE
O-022640,Hj. Lalita Purwanti,kantin-asrama,juice-alpukat,17000,2,44408,46033,DONE
O-022641,"Gasti Novitasari, S.T.",warung-bu-ida,soto-ayam,14000,2,31636,34026,DONE
O-022642,"Hj. Shania Mustofa, S.Sos",kafe-teknik,iga-penyet,27000,2,44699,45029,DONE
O-022643,Adikara Palastri,kedai-kopi,nasi-goreng,15000,2,42342,,ANTRE
O-022644,Tgk. Dalimin Purwanti,kantin-asrama,es-campur,12000,3,68367,70482,DONE
O-022645,Rina Utami,bakso-pak-yon,nasi-goreng,15000,3,28539,,ANTRE
O-022646,Janet Mahendra,kedai-kopi,es-campur,12000,3,73373,74563,DONE
O-022647,Cornelia Lazuardi,kantin-pusat,bakso,16000,3,50229,51639,DONE
O-022648,Tgk. Enteng Rahmawati,kantin-pusat,roti-bakar,12000,3,56956,57511,DONE
O-022649,Elma Rahayu,kafe-teknik,nasi-campur,20000,2,78012,,ANTRE
O-022650,Tira Prastuti,warung-bu-ida,es-teh,5000,1,45553,,ANTRE
O-022651,Eli Setiawan,warung-bu-ida,nasi-campur,20000,3,56417,58037,DONE
O-022652,H. Warsita Utama,kedai-kopi,nasi-goreng,15000,1,63947,64852,DONE
O-022653,Lalita Wulandari,kantin-asrama,mie-ayam,13000,3,73936,,ANTRE
O-022654,Gantar Thamrin,kantin-asrama,soto-ayam,14000,3,53697,54627,DONE
O-022655,Drs. Kiandra Mandasari,kafe-teknik,iga-penyet,27000,2,42615,43305,DONE
O-022656,Nasab Sitorus,kafe-teknik,kopi-susu,18000,2,68692,,CANCEL
O-022657,"Lintang Tampubolon, S.Psi",kantin-pusat,soto-ayam,14000,1,44299,,ANTRE
O-022658,Asman Budiyanto,bakso-pak-yon,bakso,16000,2,23620,25140,DONE
O-022659,Nalar Najmudin,kedai-kopi,ayam-geprek,19000,2,75769,77794,DONE
O-022660,"Diana Gunawan, M.Farm",kantin-pusat,ayam-bakar,22000,2,63653,64148,DONE
O-022661,Cornelia Safitri,kantin-asrama,nasi-goreng,15000,2,42714,43869,DONE
O-022662,"Dr. Zelda Damanik, S.Pt",warung-bu-ida,teh-tarik,9000,2,33387,33952,DONE
O-022663,"Dt. Martaka Prabowo, S.Kom",kantin-asrama,bubur-ayam,11000,2,61085,63295,DONE
O-022664,Catur Mangunsong,bakso-pak-yon,es-campur,12000,1,63268,64203,DONE
O-022665,Karman Anggraini,warung-bu-ida,bakso,16000,2,42542,44307,DONE
O-022666,Eli Setiawan,warung-bu-ida,gorengan,6000,2,27037,,ANTRE
O-022667,Erik Iswahyudi,bakso-pak-yon,ayam-bakar,22000,2,50085,51845,DONE
O-022668,Zaenab Anggriawan,kantin-pusat,gado-gado,15000,3,64159,,CANCEL
O-022669,Kurnia Pangestu,kantin-asrama,nasi-campur,20000,2,40676,41036,DONE
O-022670,dr. Janet Novitasari,bakso-pak-yon,mie-ayam,13000,2,57641,59431,DONE
O-022671,Juli Winarsih,kedai-kopi,iga-penyet,27000,3,28082,,ANTRE
O-022672,Wahyu Saputra,kedai-kopi,pecel-lele,18000,3,72621,73661,DONE
O-022673,Rina Hariyah,kedai-kopi,ayam-bakar,22000,2,41890,,CANCEL
O-022674,Wulan Marbun,kantin-asrama,nasi-goreng,15000,2,48218,,ANTRE
O-022675,Drs. Halima Sitompul,kedai-kopi,ayam-bakar,22000,2,60398,61478,DONE
O-022676,Kajen Kusmawati,kafe-teknik,nasi-padang,25000,2,76328,,ANTRE
O-022677,Samiah Mandasari,kafe-teknik,nasi-goreng,15000,3,63263,64203,DONE
O-022678,Cici Wastuti,kantin-pusat,ayam-bakar,22000,3,40247,40607,DONE
O-022679,Diana Oktaviani,kantin-asrama,nasi-padang,25000,2,32849,33079,DONE
O-022680,Fitria Rajata,kedai-kopi,mie-goreng,13000,2,67596,68236,DONE
O-022681,drg. Luluh Pradana,kedai-kopi,gorengan,6000,2,43734,44854,DONE
O-022682,Malik Palastri,kantin-pusat,burger-kampus,21000,2,48772,49227,DONE
O-022683,"Ir. Timbul Lestari, S.Pd",bakso-pak-yon,gorengan,6000,1,56622,57672,DONE
O-022684,Tgk. Salsabila Puspita,bakso-pak-yon,bubur-ayam,11000,1,44771,45791,DONE
O-022685,Septi Kuswoyo,kantin-asrama,mie-goreng,13000,2,62724,64994,DONE
O-022686,Artawan Padmasari,kantin-pusat,gorengan,6000,2,42185,,ANTRE
O-022687,Suci Hidayat,bakso-pak-yon,bakso,16000,3,44446,,CANCEL
O-022688,"Galar Pranowo, S.Sos",kafe-teknik,iga-penyet,27000,3,51131,52591,DONE
O-022689,Eli Setiawan,warung-bu-ida,nasi-campur,20000,2,65789,67374,DONE
O-022690,Vanesa Wahyuni,warung-bu-ida,bakso,16000,2,77639,79164,DONE
O-022691,"Eko Jailani, S.Farm",kedai-kopi,gado-gado,15000,2,72099,73134,DONE
O-022692,Gambira Simanjuntak,kafe-teknik,mie-ayam,13000,3,59386,60281,DONE
O-022693,Dr. Oni Permadi,bakso-pak-yon,sate-ayam,24000,2,45321,,ANTRE
O-022694,Catur Mangunsong,bakso-pak-yon,nasi-campur,20000,2,33857,35527,DONE
O-022695,drg. Halima Saputra,kedai-kopi,nasi-campur,20000,3,28677,29062,DONE
O-022696,Jamalia Lestari,kedai-kopi,burger-kampus,21000,2,65194,65824,DONE
O-022697,drg. Ani Mandala,bakso-pak-yon,gorengan,6000,2,58351,58826,DONE
O-022698,Galuh Lazuardi,kedai-kopi,soto-ayam,14000,3,46452,48147,DONE
O-022699,Azalea Rahayu,bakso-pak-yon,gado-gado,15000,3,63225,64645,DONE
O-022700,"Nabila Farida, M.M.",kafe-teknik,nasi-campur,20000,2,62133,63153,DONE
O-022701,Martaka Santoso,kantin-pusat,mie-ayam,13000,2,70496,71681,DONE
O-022702,"drg. Kani Mayasari, M.Kom.",kafe-teknik,juice-alpukat,17000,2,31750,,ANTRE
O-022703,"KH. Among Zulkarnain, S.E.I",kantin-asrama,nasi-campur,20000,2,72301,73481,DONE
O-022704,Cemeti Manullang,bakso-pak-yon,mie-ayam,13000,2,40797,41527,DONE
O-022705,"Belinda Suartini, M.TI.",bakso-pak-yon,ayam-bakar,22000,2,74631,75256,DONE
O-022706,drg. Ellis Nababan,kantin-pusat,roti-bakar,12000,2,42906,43596,DONE
O-022707,Shania Agustina,bakso-pak-yon,pecel-lele,18000,2,46482,48842,DONE
O-022708,Gada Usamah,kantin-asrama,es-campur,12000,2,43992,44762,DONE
O-022709,Oni Hutagalung,bakso-pak-yon,kopi-susu,18000,3,45955,47990,DONE
O-022710,Tgk. Dewi Hassanah,kantin-pusat,mie-ayam,13000,3,46832,47627,DONE
O-022711,"Jasmin Irawan, M.Pd",kedai-kopi,gorengan,6000,2,69014,69434,DONE
O-022712,Ella Pratiwi,kedai-kopi,teh-tarik,9000,3,55969,58289,DONE
O-022713,Cahya Adriansyah,warung-bu-ida,nasi-campur,20000,3,26694,27349,DONE
O-022714,Banawa Gunawan,kedai-kopi,nasi-campur,20000,3,33558,34043,DONE
O-022715,dr. Ajiman Laksita,kedai-kopi,sate-ayam,24000,2,67371,67611,DONE
O-022716,"Lembah Latupono, S.I.Kom",warung-bu-ida,juice-alpukat,17000,2,36516,37206,DONE
O-022717,Emong Budiman,kafe-teknik,juice-alpukat,17000,1,61974,62479,DONE
O-022718,Jelita Laksmiwati,kafe-teknik,es-campur,12000,3,44591,45516,DONE
O-022719,Gading Lazuardi,warung-bu-ida,pecel-lele,18000,2,24256,,ANTRE
O-022720,Asman Prakasa,kantin-asrama,roti-bakar,12000,2,74247,,ANTRE
O-022721,Jaka Winarno,kantin-asrama,teh-tarik,9000,1,62267,64497,DONE
O-022722,Ifa Andriani,kafe-teknik,ayam-bakar,22000,2,52530,53640,DONE
O-022723,Dr. Mutia Pratama,bakso-pak-yon,pecel-lele,18000,1,44998,46143,DONE
O-022724,Drs. Prayoga Pratama,bakso-pak-yon,mie-ayam,13000,3,24853,26648,DONE
O-022725,Septi Laksita,kantin-asrama,ayam-geprek,19000,2,58246,,CANCEL
O-022726,Yuliana Wastuti,kedai-kopi,pecel-lele,18000,2,47964,50059,DONE
O-022727,Icha Pertiwi,kedai-kopi,kopi-susu,18000,2,65469,66249,DONE
O-022728,Bakidin Rajasa,kantin-pusat,ayam-geprek,19000,2,31435,33480,DONE
O-022729,Tari Mandala,kantin-pusat,nasi-campur,20000,2,45249,45654,DONE
O-022730,Tira Mansur,kantin-asrama,mie-goreng,13000,3,70707,72112,DONE
O-022731,Nova Sitorus,kedai-kopi,bubur-ayam,11000,2,69925,71610,DONE
O-022732,Hana Oktaviani,kantin-asrama,bubur-ayam,11000,3,45480,47095,DONE
O-022733,Hj. Fitriani Sudiati,warung-bu-ida,nasi-padang,25000,3,45013,46528,DONE
O-022734,Tgk. Amelia Nugroho,kedai-kopi,es-teh,5000,1,41709,42869,DONE
O-022735,Restu Damanik,kantin-pusat,bakso,16000,3,43297,43607,DONE
O-022736,Marsudi Prabowo,kantin-pusat,es-teh,5000,2,73092,74792,DONE
O-022737,Nilam Kusmawati,bakso-pak-yon,pecel-lele,18000,3,70719,72194,DONE
O-022738,"Aswani Astuti, S.E.",kedai-kopi,roti-bakar,12000,1,48188,49698,DONE
O-022739,Siska Gunawan,kantin-pusat,kentang-goreng,14000,2,27650,,ANTRE
O-022740,Drs. Yessi Nashiruddin,kantin-asrama,burger-kampus,21000,2,33412,34147,DONE
O-022741,Wasis Siregar,kedai-kopi,mie-goreng,13000,3,48596,50331,DONE
O-022742,Salimah Tampubolon,kedai-kopi,bakso,16000,2,70851,72286,DONE
O-022743,R. Mulyanto Pratiwi,kantin-pusat,kentang-goreng,14000,2,47986,50366,DONE
O-022744,Luis Simanjuntak,bakso-pak-yon,es-campur,12000,1,77394,79304,DONE
O-022745,Vanesa Gunawan,bakso-pak-yon,ayam-geprek,19000,2,67106,68421,DONE
O-022746,Violet Suwarno,kedai-kopi,ayam-geprek,19000,2,67822,68402,DONE
O-022747,Oskar Winarsih,kafe-teknik,es-teh,5000,3,55771,,ANTRE
O-022748,Oliva Rahmawati,kedai-kopi,teh-tarik,9000,2,70819,71044,DONE
O-022749,Faizah Mandasari,kedai-kopi,nasi-campur,20000,2,64212,,CANCEL
O-022750,Latika Uwais,kedai-kopi,nasi-goreng,15000,1,48682,49882,DONE
O-022751,Salimah Tampubolon,kafe-teknik,pecel-lele,18000,2,61849,64074,DONE
O-022752,Wira Haryanto,kantin-pusat,nasi-campur,20000,3,33171,34481,DONE
O-022753,Drs. Kayun Prakasa,kantin-pusat,roti-bakar,12000,3,69093,,CANCEL
O-022754,Anggabaya Suryatmi,kantin-asrama,kopi-susu,18000,3,68331,69191,DONE
O-022755,"H. Ibrahim Nugroho, S.Pt",kantin-asrama,es-teh,5000,2,43637,44272,DONE
O-022756,Violet Widodo,kedai-kopi,nasi-goreng,15000,2,37607,,CANCEL
O-022757,Jatmiko Laksita,bakso-pak-yon,juice-alpukat,17000,2,73079,73599,DONE
O-022758,Maras Astuti,kedai-kopi,es-campur,12000,2,55920,57095,DONE
O-022759,Sakura Ramadan,kantin-asrama,mie-ayam,13000,2,25783,,CANCEL
O-022760,Latif Suryono,kafe-teknik,juice-alpukat,17000,2,48356,,ANTRE
O-022761,Darimin Usamah,kantin-pusat,roti-bakar,12000,3,36165,37410,DONE
O-022762,Suci Kuswoyo,kafe-teknik,teh-tarik,9000,2,75409,76684,DONE
O-022763,"R.M. Warta Yulianti, S.Pt",kantin-asrama,pecel-lele,18000,2,64405,,ANTRE
O-022764,Lutfan Setiawan,bakso-pak-yon,soto-ayam,14000,2,36369,38484,DONE
O-022765,Latika Wacana,kantin-pusat,gado-gado,15000,3,45040,46435,DONE
O-022766,Anita Hutagalung,bakso-pak-yon,pecel-lele,18000,1,45519,46574,DONE
O-022767,R.M. Gamblang Damanik,kantin-asrama,nasi-goreng,15000,2,70232,72387,DONE
O-022768,Adika Nuraini,kantin-asrama,roti-bakar,12000,2,69068,69948,DONE
O-022769,Raihan Anggriawan,warung-bu-ida,ayam-geprek,19000,2,71197,71777,DONE
O-022770,T. Raihan Lailasari,kantin-asrama,ayam-geprek,19000,2,66634,,ANTRE
O-022771,Jaiman Saefullah,warung-bu-ida,kentang-goreng,14000,2,49400,51785,DONE
O-022772,Kezia Kusumo,kantin-asrama,kopi-susu,18000,3,22224,23194,DONE
O-022773,Karsana Tampubolon,bakso-pak-yon,bakso,16000,2,63196,,ANTRE
O-022774,Suci Haryanto,warung-bu-ida,ayam-geprek,19000,2,27097,28277,DONE
O-022775,"Cakrawangsa Rajasa, S.E.I",kedai-kopi,kopi-susu,18000,2,69689,70234,DONE
O-022776,Karma Astuti,warung-bu-ida,sate-ayam,24000,2,75182,76152,DONE
O-022777,"Lidya Tarihoran, S.IP",kantin-asrama,juice-alpukat,17000,3,44715,45070,DONE
O-022778,Hasta Narpati,kantin-pusat,es-campur,12000,2,43268,44473,DONE
O-022779,Drs. Prayoga Pratama,warung-bu-ida,pecel-lele,18000,3,46736,47571,DONE
O-022780,Jane Yuliarti,warung-bu-ida,gorengan,6000,3,66392,67992,DONE
O-022781,Cut Zelda Nuraini,kafe-teknik,burger-kampus,21000,3,63502,,CANCEL
O-022782,"Puti Dalima Laksita, M.M.",kantin-pusat,kopi-susu,18000,2,67795,68070,DONE
O-022783,Uda Aryani,bakso-pak-yon,kopi-susu,18000,2,57554,57739,DONE
O-022784,Hani Mayasari,kantin-asrama,bakso,16000,2,48834,50784,DONE
O-022785,Oni Hidayanto,kantin-asrama,soto-ayam,14000,3,24151,25026,DONE
O-022786,Jaka Winarno,kafe-teknik,es-teh,5000,2,45839,,CANCEL
O-022787,Dt. Dwi Uyainah,bakso-pak-yon,sate-ayam,24000,2,63684,65009,DONE
O-022788,Laila Nuraini,kantin-pusat,sate-ayam,24000,3,26944,27409,DONE
O-022789,Ani Oktaviani,kedai-kopi,es-teh,5000,3,65929,68284,DONE
O-022790,"Tgk. Slamet Hartati, S.E.I",warung-bu-ida,bubur-ayam,11000,3,64204,,CANCEL
O-022791,Tgk. Kamal Suartini,kafe-teknik,mie-goreng,13000,2,49187,,CANCEL
O-022792,Suci Haryanti,kedai-kopi,mie-ayam,13000,2,48315,48725,DONE
O-022793,Limar Suryono,bakso-pak-yon,bubur-ayam,11000,3,74631,74876,DONE
O-022794,Gatot Sudiati,bakso-pak-yon,pecel-lele,18000,2,49596,50326,DONE
O-022795,"Dt. Martaka Prabowo, S.Kom",kantin-asrama,mie-goreng,13000,2,72232,73177,DONE
O-022796,Prabowo Wasita,kedai-kopi,sate-ayam,24000,3,54552,56662,DONE
O-022797,Ani Halimah,kantin-pusat,iga-penyet,27000,3,62499,62964,DONE
O-022798,R. Radika Laksita,kedai-kopi,nasi-goreng,15000,3,43384,45319,DONE
O-022799,"Garan Narpati, M.Farm",kantin-asrama,air-mineral,4000,2,57656,59111,DONE
O-022800,Heru Padmasari,bakso-pak-yon,nasi-campur,20000,2,65330,67610,DONE
O-022801,"Yessi Mangunsong, S.T.",bakso-pak-yon,nasi-campur,20000,2,63865,,CANCEL
O-022802,"Ir. Ina Sihombing, M.M.",kafe-teknik,gado-gado,15000,2,62718,64478,DONE
O-022803,"Drs. Setya Hartati, M.Kom.",kantin-asrama,roti-bakar,12000,1,27236,,ANTRE
O-022804,"Puti Puti Saputra, S.Ked",bakso-pak-yon,bakso,16000,3,42716,44241,DONE
O-022805,Dalima Sitompul,kafe-teknik,kentang-goreng,14000,2,38758,40833,DONE
O-022806,R. Ghani Namaga,kantin-pusat,juice-alpukat,17000,2,62886,64796,DONE
O-022807,"Gangsar Wacana, S.Pt",bakso-pak-yon,iga-penyet,27000,2,43687,44577,DONE
O-022808,Jarwi Rajata,kantin-pusat,mie-ayam,13000,2,77518,79758,DONE
O-022809,"Catur Anggraini, S.Ked",kantin-asrama,roti-bakar,12000,2,44349,46304,DONE
O-022810,"Gilda Najmudin, M.Ak",bakso-pak-yon,soto-ayam,14000,2,63040,64895,DONE
O-022811,Pia Latupono,kantin-asrama,iga-penyet,27000,3,69546,70511,DONE
O-022812,"Lanang Rajasa, S.Sos",kafe-teknik,sate-ayam,24000,2,64370,65140,DONE
O-022813,Alambana Siregar,kantin-pusat,pecel-lele,18000,2,28727,29182,DONE
O-022814,"Ella Putra, S.T.",kafe-teknik,nasi-campur,20000,2,40709,42589,DONE
O-022815,"Galur Simanjuntak, S.T.",kantin-pusat,air-mineral,4000,1,46808,,CANCEL
O-022816,Jarwi Hasanah,warung-bu-ida,es-campur,12000,1,66365,67555,DONE
O-022817,Harjaya Yuniar,kantin-pusat,roti-bakar,12000,2,55481,55996,DONE
O-022818,Mutia Pudjiastuti,kedai-kopi,es-teh,5000,2,48193,,ANTRE
O-022819,Sakura Lailasari,warung-bu-ida,mie-goreng,13000,1,38328,39873,DONE
O-022820,Latika Halim,kantin-asrama,juice-alpukat,17000,3,71982,73602,DONE
O-022821,Dr. Budi Mulyani,bakso-pak-yon,mie-goreng,13000,2,46974,48014,DONE
O-022822,"R.A. Wirda Puspasari, M.Kom.",kantin-pusat,ayam-geprek,19000,2,53538,54503,DONE
O-022823,Dewi Uwais,kantin-pusat,gado-gado,15000,3,50839,,ANTRE
O-022824,Balijan Budiyanto,kafe-teknik,gado-gado,15000,2,49165,49610,DONE
O-022825,Icha Pertiwi,kantin-pusat,air-mineral,4000,3,44302,46267,DONE
O-022826,"T. Hairyanto Mansur, M.Pd",kantin-pusat,gorengan,6000,2,42531,42861,DONE
O-022827,Ade Manullang,kedai-kopi,ayam-bakar,22000,2,53175,54525,DONE
O-022828,Ayu Rahmawati,kantin-asrama,roti-bakar,12000,1,68415,68675,DONE
O-022829,"Jindra Saputra, S.E.",kafe-teknik,nasi-padang,25000,2,54081,54621,DONE
O-022830,Malika Dabukke,bakso-pak-yon,bubur-ayam,11000,3,30243,31308,DONE
O-022831,Cahya Prabowo,bakso-pak-yon,ayam-geprek,19000,3,67227,,ANTRE
O-022832,Lintang Melani,kedai-kopi,gado-gado,15000,2,68669,69834,DONE
O-022833,Hilda Susanti,kantin-pusat,teh-tarik,9000,2,43529,43854,DONE
O-022834,"Farhunnisa Halim, S.Farm",kantin-pusat,gado-gado,15000,3,63690,,ANTRE
O-022835,Puput Damanik,kantin-asrama,gorengan,6000,1,74830,75685,DONE
O-022836,Samsul Uwais,bakso-pak-yon,juice-alpukat,17000,3,51890,54090,DONE
O-022837,"Vanya Waskita, S.H.",warung-bu-ida,kentang-goreng,14000,3,70358,71623,DONE
O-022838,Caturangga Zulkarnain,kantin-pusat,ayam-bakar,22000,2,68163,70368,DONE
O-022839,"drg. Devi Pradipta, S.E.",kedai-kopi,mie-ayam,13000,3,26449,,CANCEL
O-022840,"Dartono Halimah, S.Psi",kantin-asrama,teh-tarik,9000,2,69119,70284,DONE
O-022841,Harto Mandasari,warung-bu-ida,bakso,16000,2,44057,45132,DONE
O-022842,Nalar Wahyudin,kantin-asrama,gado-gado,15000,2,28231,28766,DONE
O-022843,Kani Suwarno,kantin-pusat,gado-gado,15000,2,38539,,CANCEL
O-022844,Winda Wulandari,warung-bu-ida,air-mineral,4000,3,52075,52480,DONE
O-022845,Hani Fujiati,warung-bu-ida,ayam-bakar,22000,2,26276,,ANTRE
O-022846,Ika Mulyani,kantin-pusat,roti-bakar,12000,3,52120,,CANCEL
O-022847,Enteng Zulaika,kafe-teknik,teh-tarik,9000,3,57712,59947,DONE
O-022848,drg. Purwanto Mandala,bakso-pak-yon,es-campur,12000,2,44340,45980,DONE
O-022849,Marwata Ardianto,kantin-asrama,ayam-geprek,19000,3,39652,,CANCEL
O-022850,drg. Lamar Budiman,kantin-pusat,kentang-goreng,14000,1,37086,38641,DONE
O-022851,Prabowo Hariyah,kantin-pusat,sate-ayam,24000,2,66208,67483,DONE
O-022852,Banawi Hartati,warung-bu-ida,gorengan,6000,3,67120,68835,DONE
O-022853,Heru Siregar,bakso-pak-yon,roti-bakar,12000,3,70653,71753,DONE
O-022854,"Drs. Setya Hartati, M.Kom.",kedai-kopi,mie-ayam,13000,1,67621,69171,DONE
O-022855,Dewi Yuliarti,kantin-pusat,es-teh,5000,3,30256,31706,DONE
O-022856,Usyi Dongoran,kantin-asrama,es-teh,5000,3,63306,64206,DONE
O-022857,Joko Sihombing,warung-bu-ida,mie-goreng,13000,2,65318,67068,DONE
O-022858,R.M. Balangga Dabukke,kedai-kopi,soto-ayam,14000,2,69704,71209,DONE
O-022859,"Dinda Haryanto, S.IP",kedai-kopi,gado-gado,15000,3,42372,43357,DONE
O-022860,Kadir Dongoran,kafe-teknik,nasi-goreng,15000,2,47603,49443,DONE
O-022861,Kairav Sihombing,kantin-pusat,gorengan,6000,3,50385,51665,DONE
O-022862,Gara Haryanti,bakso-pak-yon,mie-goreng,13000,3,26105,27840,DONE
O-022863,Virman Mahendra,bakso-pak-yon,burger-kampus,21000,2,41199,43029,DONE
O-022864,"Drs. Oni Maryadi, S.Sos",kantin-asrama,es-teh,5000,2,21615,23675,DONE
O-022865,"Belinda Suartini, M.TI.",bakso-pak-yon,gorengan,6000,2,32036,32601,DONE
O-022866,Paramita Suryono,kedai-kopi,burger-kampus,21000,2,43350,44990,DONE
O-022867,Tgk. Lembah Yuliarti,kantin-asrama,ayam-geprek,19000,3,49262,50907,DONE
O-022868,"Tgk. Hamima Wijaya, S.IP",kedai-kopi,iga-penyet,27000,2,46572,48117,DONE
O-022869,Dr. Balapati Palastri,kedai-kopi,pecel-lele,18000,2,53608,53938,DONE
O-022870,"Nurul Yuliarti, S.E.",warung-bu-ida,teh-tarik,9000,3,64176,,CANCEL
O-022871,Cinta Wastuti,warung-bu-ida,nasi-goreng,15000,1,46895,48595,DONE
O-022872,Parman Riyanti,kafe-teknik,teh-tarik,9000,2,52599,53219,DONE
O-022873,H. Warsita Utama,kedai-kopi,kopi-susu,18000,2,64946,66596,DONE
O-022874,"Aswani Astuti, S.E.",warung-bu-ida,nasi-campur,20000,1,64183,66508,DONE
O-022875,Carla Riyanti,bakso-pak-yon,es-teh,5000,2,71071,71761,DONE
O-022876,Laila Nuraini,warung-bu-ida,kopi-susu,18000,2,40051,,ANTRE
O-022877,Sidiq Anggriawan,kantin-asrama,nasi-goreng,15000,2,43649,45294,DONE
O-022878,"Puti Ratih Andriani, S.Farm",kantin-asrama,mie-ayam,13000,2,47965,49735,DONE
O-022879,Wira Sihotang,kafe-teknik,gorengan,6000,3,27591,28041,DONE
O-022880,Cakrawala Hardiansyah,kantin-pusat,nasi-padang,25000,3,56786,,CANCEL
O-022881,"Rosman Permata, S.T.",kantin-asrama,mie-goreng,13000,2,70579,71809,DONE
O-022882,Joko Sihombing,bakso-pak-yon,air-mineral,4000,1,66351,68601,DONE
O-022883,Hj. Iriana Anggraini,kantin-pusat,air-mineral,4000,3,36366,37166,DONE
O-022884,"R. Nova Januar, M.TI.",kantin-asrama,teh-tarik,9000,2,68346,69811,DONE
O-022885,Oskar Winarsih,warung-bu-ida,pecel-lele,18000,3,50290,51260,DONE
O-022886,Heru Padmasari,warung-bu-ida,teh-tarik,9000,2,47783,48783,DONE
O-022887,Hj. Fitriani Sudiati,bakso-pak-yon,gorengan,6000,1,71548,73773,DONE
O-022888,T. Rafid Usamah,kantin-asrama,juice-alpukat,17000,3,35958,37113,DONE
O-022889,Cawisadi Sitorus,kafe-teknik,gorengan,6000,2,31505,32425,DONE
O-022890,Samsul Uwais,kantin-pusat,roti-bakar,12000,2,43306,44981,DONE
O-022891,"Yessi Nurdiyanti, S.Sos",kedai-kopi,ayam-bakar,22000,3,49426,51121,DONE
